URL,開講年度,開講場所,科目名,担当教員,学期曜日時限,科目区分,配当年次,単位数,使用教室,キャンパス,科目キー,科目クラスコード,授業で使用する言語,授業方法区分,大分野名称,中分野名称,小分野名称,レベル,授業形態,教科書,成績評価方法
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600002009012024260000200926,2024年度,基幹理工学部,情報倫理,石倉　義博,春学期  火２時限,特論科目 選択必修,２年以上,2,５７-２０２室,西早稲田（旧大久保）,2600002009,01,日本語,【オンライン】ハイブリッド（対面回数半数未満）,哲学,倫理学,応用倫理学,中級レベル（発展・応用）,講義,特に指定しない。,割合評価基準試験:70％第14回に授業全体の理解度を確認する教場試験を行う。レポート:0％特になし平常点評価:30％各回の理解度を確認する課題、小テスト等も考慮する。出席回数が一定数に満たない場合は、評価の対象外とする。その他:0％特になし
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600002010012024260000201026,2024年度,基幹理工学部,デジタル化社会の興亡,伊藤　裕太,春学期  火４時限,特論科目 選択必修,２年以上,2,５２-２０２教室,西早稲田（旧大久保）,2600002010,01,日本語,【対面】,経営学,経営学,経営戦略,中級レベル（発展・応用）,講義,nan,割合評価基準試験:30％定期試験の実施が義務付けられましたので、試験を行なう予定です。（30点）レポート:10％レポート記述能力向上のためにレポートを提出していただきます。（10点）レポートの提出と試験を受けることが単位取得の必要条件となります。平常点評価:60％第1回と第２回を除き、授業への出席が出席点となります。評価の際は、出席と毎回授業時の小レポートを重視します（各回5点・合計60点）。また、加点制度を採っています。授業への参画に応じて加点しています。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600002011012024260000201126,2024年度,基幹理工学部,現代企業論,篠崎　武久,秋学期  火２時限,特論科目 選択必修,２年以上,2,５６-１０２教室,西早稲田（旧大久保）,2600002011,01,日本語,【対面】,経済学,応用経済学,応用経済学,中級レベル（発展・応用）,講義,・特に指定しない。・授業時に使用するスライドは、Moodle 上にアップロードする。,割合評価基準試験:75％・第 14 回目の授業時間中に試験を実施し、理解度の確認を行う。・いくつかの例外ケースを除き、上記試験未受験者は、単位を取得できないので注意すること。平常点評価:25％・第 14 回の授業終了時点における授業後アンケートへの回答状況、授業資料の閲覧状況、などに基づいて平常点をつける。・授業後アンケートへの回答状況、授業資料の閲覧状況が、第 14 回の授業終了時点において教員が定める水準に達していない場合、単位を取得できないので注意すること。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600002012012024260000201226,2024年度,基幹理工学部,生命倫理,田中　丹史,春学期  月３時限,特論科目 選択必修,２年以上,2,５２-１０３教室,西早稲田（旧大久保）,2600002012,01,日本語,【対面】,科学技術論,科学技術論,科学技術倫理,中級レベル（発展・応用）,講義,なし。,割合評価基準試験:100％期末試験で評価する。論理力を重視して評価する。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600002013012024260000201326,2024年度,基幹理工学部,開発文化論,内藤　順子,春学期  木３時限,特論科目 選択必修,２年以上,2,,西早稲田（旧大久保）,2600002013,01,日本語,【オンライン】リアルタイム配信,国際関係論,国際公共政策,開発研究,中級レベル（発展・応用）,講義,特になし,割合評価基準試験:70％期末レポートを提出してもらいます平常点評価:10％毎回の授業後にリアクションペーパーを提出してもらいます。その他:20％ディスカッション回への参加と貢献を加味します。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600002015012024260000201526,2024年度,基幹理工学部,科学技術政策論,綾部　広則,秋学期  木３時限,特論科目 選択必修,２年以上,2,５３-３０３教室,西早稲田（旧大久保）,2600002015,01,日本語,【対面】,科学技術論,科学技術論,科学技術政策,中級レベル（発展・応用）,講義,指定しない。資料を配布する。,割合評価基準試験:100％科学技術政策を論ずる上で必要な基本的な知識が身についているかどうかで評価する。詳細については講義中に説明する。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600002018012024260000201826,2024年度,基幹理工学部,雇用環境と労働,篠崎　武久,春学期  火２時限,特論科目 選択必修,２年以上,2,５３-Ｂ０３教室,西早稲田（旧大久保）,2600002018,01,日本語,【対面】,経済学,応用経済学,労働経済学・医療経済学・教育経済学,中級レベル（発展・応用）,講義,・特に指定しない。・講義時に使用するスライドは、Moodle 上にアップロードする。,割合評価基準試験:75％・第 14 回目の授業時間中に試験を実施し、理解度の確認を行う。・いくつかの例外ケースを除き、上記試験未受験者は、単位を取得できないので注意すること。平常点評価:25％・第 14 回の授業終了時点における授業後アンケートへの回答状況、授業資料の閲覧状況、などに基づいて平常点をつける。・授業後アンケートへの回答状況、授業資料の閲覧状況が、第 14 回の授業終了時点において教員が定める水準に達していない場合、単位を取得できないので注意すること。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600002021012024260000202126,2024年度,基幹理工学部,心理療法・心理的支援法,奈良　元壽,春学期  火２時限,特論科目 選択必修,２年以上,2,５６-１０３教室,西早稲田（旧大久保）,2600002021,01,日本語,【対面】ハイブリッド（対面回数半数以上）,心理学,心理学,臨床心理学・人格心理学・精神分析学,中級レベル（発展・応用）,講義,"臨床心理学 (New Liberal Arts Selection) 2015/4/13 有斐閣丹野 義彦 , 石垣 琢麿 , 毛利 伊吹, 佐々木 淳 , 杉山 明子 ISBN-10: 4641053790、ISBN-13: 978-4641053793",割合評価基準試験:試験なしレポート:70％期中レポート３０％　期末レポート４０％平常点評価:30％出席、授業中の参加度、コメントの質と量、授業後のリアクションペーパーの提出。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600002026012024260000202626,2024年度,基幹理工学部,健康の生態学,吉永　真理,春学期  月２時限,特論科目 選択必修,２年以上,2,５６-１０２教室,西早稲田（旧大久保）,2600002026,01,日本語,【対面】ハイブリッド（対面回数半数以上）,複合領域,人間（心理学／哲学／身体論／健康／セラピー）,その他,中級レベル（発展・応用）,講義,nan,平常点評価（課題の提出）：70％講義内考査評価（最終回に行います。配点割合が高いので、出来る限り出席してください）：　30%
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600002036012024260000203626,2024年度,基幹理工学部,社会調査の設計,石倉　義博,春学期  金３時限,基礎科目 選択必修,１年以上,2,５５Ｓ-０３-０８教室,西早稲田（旧大久保）,2600002036,01,日本語,【対面】,社会学,社会学,社会調査法,初級レベル（入門・導入）,講義,講義中に配付する資料（次回講義日まで、Waseda MoodleでPDFファイルを公開）,割合評価基準試験:80％第14週目の授業時間中に試験を実施し、理解度の確認を行なう。なお、授業の進捗状況によって試験実施時期および理解度確認方法が変更になることがある（その場合はWaseda Moodleや授業中にアナウンスする）。レポート:0％特になし平常点評価:20％講義中に、不定期にその回の講義の理解度を確認する小課題を出題する。提出を重視するが、無内容のものは評価の対象とはしない。その他:0％特になし
